SMILES,PredictionsNuclear Response_NR-AR,Probability_Nuclear Response_NR-AR,Interpretation_Nuclear Response_NR-AR,PredictionsNuclear Response_NR-AR-LBD,Probability_Nuclear Response_NR-AR-LBD,Interpretation_Nuclear Response_NR-AR-LBD,PredictionsNuclear Response_NR-AhR,Probability_Nuclear Response_NR-AhR,Interpretation_Nuclear Response_NR-AhR,PredictionsNuclear Response_NR-Aromatase,Probability_Nuclear Response_NR-Aromatase,Interpretation_Nuclear Response_NR-Aromatase,PredictionsNuclear Response_NR-ER,Probability_Nuclear Response_NR-ER,Interpretation_Nuclear Response_NR-ER,PredictionsNuclear Response_NR-ER-LBD,Probability_Nuclear Response_NR-ER-LBD,Interpretation_Nuclear Response_NR-ER-LBD,PredictionsNuclear Response_NR-PPAR-gamma,Probability_Nuclear Response_NR-PPAR-gamma,Interpretation_Nuclear Response_NR-PPAR-gamma,PredictionsNuclear Response_NR-GR,Probability_Nuclear Response_NR-GR,Interpretation_Nuclear Response_NR-GR,PredictionsNuclear Response_NR-TR,Probability_Nuclear Response_NR-TR,Interpretation_Nuclear Response_NR-TR,PredictionsStress Response_SR-ARE,Probability_Stress Response_SR-ARE,Interpretation_Stress Response_SR-ARE,PredictionsStress Response_SR-ATAD5,Probability_Stress Response_SR-ATAD5,Interpretation_Stress Response_SR-ATAD5,PredictionsStress Response_SR-HSE,Probability_Stress Response_SR-HSE,Interpretation_Stress Response_SR-HSE,PredictionsStress Response_SR-MMP,Probability_Stress Response_SR-MMP,Interpretation_Stress Response_SR-MMP,PredictionsStress Response_SR-p53,Probability_Stress Response_SR-p53,Interpretation_Stress Response_SR-p53,PredictionsGenomic_AMES_Mutagenesis,Probability_Genomic_AMES_Mutagenesis,Interpretation_Genomic_AMES_Mutagenesis,PredictionsGenomic_Carcinogenesis,Probability_Genomic_Carcinogenesis,Interpretation_Genomic_Carcinogenesis,PredictionsGenomic_Micronucleus,Probability_Genomic_Micronucleus,Interpretation_Genomic_Micronucleus,PredictionsEnvironmental_Fathead_Minnow,Probability_Environmental_Fathead_Minnow,Interpretation_Environmental_Fathead_Minnow,PredictionsEnvironmental_T._Pyriformis,Probability_Environmental_T._Pyriformis,Interpretation_Environmental_T._Pyriformis,PredictionsEnvironmental_Honey_Bee,Probability_Environmental_Honey_Bee,Interpretation_Environmental_Honey_Bee,PredictionsEnvironmental_Biodegradation,Probability_Environmental_Biodegradation,Interpretation_Environmental_Biodegradation,PredictionsEnvironmental_Crustacean,Probability_Environmental_Crustacean,Interpretation_Environmental_Crustacean,PredictionsEnvironmental_Avian,Probability_Environmental_Avian,Interpretation_Environmental_Avian,PredictionsEnvironmental_Fathead_Minnow_(Regression),Probability_Environmental_Fathead_Minnow_(Regression),Interpretation_Environmental_Fathead_Minnow_(Regression),PredictionsEnvironmental_T._Pyriformis_(Regression),Probability_Environmental_T._Pyriformis_(Regression),Interpretation_Environmental_T._Pyriformis_(Regression),PredictionsEnvironmental_Rat_(Acute),Probability_Environmental_Rat_(Acute),Interpretation_Environmental_Rat_(Acute),PredictionsEnvironmental_Rat_(Chronic_Oral),Probability_Environmental_Rat_(Chronic_Oral),Interpretation_Environmental_Rat_(Chronic_Oral),PredictionsDose Response_Maximum_Tolerated_Dose,Probability_Dose Response_Maximum_Tolerated_Dose,Interpretation_Dose Response_Maximum_Tolerated_Dose,PredictionsOrganic_Skin_Sensitisation,Probability_Organic_Skin_Sensitisation,Interpretation_Organic_Skin_Sensitisation,PredictionsOrganic_hERG_I_Inhibitor,Probability_Organic_hERG_I_Inhibitor,Interpretation_Organic_hERG_I_Inhibitor,PredictionsOrganic_hERG_II_Inhibitor,Probability_Organic_hERG_II_Inhibitor,Interpretation_Organic_hERG_II_Inhibitor,PredictionsOrganic_Liver_Injury_I,Probability_Organic_Liver_Injury_I,Interpretation_Organic_Liver_Injury_I,PredictionsOrganic_Liver_Injury_II,Probability_Organic_Liver_Injury_II,Interpretation_Organic_Liver_Injury_II,PredictionsOrganic_Eye_Irritation,Probability_Organic_Eye_Irritation,Interpretation_Organic_Eye_Irritation,PredictionsOrganic_Eye_Corrosion,Probability_Organic_Eye_Corrosion,Interpretation_Organic_Eye_Corrosion,PredictionsOrganic_Respiratory_Disease,Probability_Organic_Respiratory_Disease,Interpretation_Organic_Respiratory_Disease
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78O)C4)CC3OC)OC2C)OC(C)C1O,Safe,0.030,High Safety,Safe,0.240,Medium Safety,Safe,0.000,High Safety,Safe,0.140,High Safety,Safe,0.290,Medium Safety,Safe,0.030,High Safety,Safe,0.010,High Safety,Safe,0.440,Low Safety,Safe,0.130,High Safety,Safe,0.290,Medium Safety,Safe,0.030,High Safety,Safe,0.050,High Safety,Toxic,0.640,Low Toxicity,Safe,0.330,Medium Safety,Safe,0.150,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.890,High Toxicity,Toxic,0.840,High Toxicity,Toxic,0.910,High Toxicity,Safe,0.040,High Safety,Toxic,0.610,Low Toxicity,Safe,0.000,High Safety,0.450,-,None,1.380,-,None,3.460,-,None,2.130,-,None,-0.500,-,None,Safe,0.260,Medium Safety,Safe,0.040,High Safety,Toxic,0.590,Low Toxicity,Toxic,0.870,High Toxicity,Safe,0.350,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.760,Medium Toxicity
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78O)C4)CC3OC)OC2C)OC(C)C1O,Safe,0.030,High Safety,Safe,0.240,Medium Safety,Safe,0.000,High Safety,Safe,0.140,High Safety,Safe,0.290,Medium Safety,Safe,0.030,High Safety,Safe,0.010,High Safety,Safe,0.440,Low Safety,Safe,0.130,High Safety,Safe,0.290,Medium Safety,Safe,0.030,High Safety,Safe,0.050,High Safety,Toxic,0.640,Low Toxicity,Safe,0.330,Medium Safety,Safe,0.150,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.890,High Toxicity,Toxic,0.840,High Toxicity,Toxic,0.910,High Toxicity,Safe,0.040,High Safety,Toxic,0.610,Low Toxicity,Safe,0.000,High Safety,0.450,-,None,1.380,-,None,3.460,-,None,2.130,-,None,-0.500,-,None,Safe,0.260,Medium Safety,Safe,0.040,High Safety,Toxic,0.590,Low Toxicity,Toxic,0.870,High Toxicity,Safe,0.350,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.760,Medium Toxicity
CC1OC(OCC2OC(Oc3ccc4c5c([nH]c4c3)-c3nc4ccccc4c(=O)n3CC5)C(O)C(O)C2O)C(O)C(O)C1O,Safe,0.020,High Safety,Safe,0.080,High Safety,Safe,0.030,High Safety,Safe,0.170,Medium Safety,Safe,0.150,High Safety,Safe,0.030,High Safety,Safe,0.030,High Safety,Safe,0.200,Medium Safety,Safe,0.260,Medium Safety,Safe,0.450,Low Safety,Safe,0.030,High Safety,Safe,0.030,High Safety,Safe,0.110,High Safety,Safe,0.020,High Safety,Safe,0.470,Low Safety,Safe,0.340,Low Safety,Toxic,0.500,Low Toxicity,Toxic,0.630,Low Toxicity,Toxic,0.810,Medium Toxicity,Safe,0.290,Medium Safety,Safe,0.020,High Safety,Safe,0.280,Medium Safety,Safe,0.100,High Safety,1.960,-,None,0.300,-,None,2.980,-,None,2.850,-,None,-0.330,-,None,Safe,0.300,Medium Safety,Safe,0.170,Medium Safety,Toxic,0.700,Medium Toxicity,Safe,0.250,Medium Safety,Safe,0.280,Medium Safety,Safe,0.050,High Safety,Safe,0.000,High Safety,Toxic,0.850,High Toxicity
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(c2ccc(C(=O)Nc4ccc5c(c4)OCO5)cc2)C(=O)C31C,Safe,0.010,High Safety,Safe,0.010,High Safety,Safe,0.370,Low Safety,Safe,0.070,High Safety,Safe,0.150,High Safety,Safe,0.020,High Safety,Safe,0.030,High Safety,Safe,0.200,Medium Safety,Safe,0.380,Low Safety,Safe,0.470,Low Safety,Safe,0.140,High Safety,Safe,0.110,High Safety,Safe,0.350,Low Safety,Safe,0.070,High Safety,Safe,0.400,Low Safety,Safe,0.120,High Safety,Toxic,0.520,Low Toxicity,Toxic,0.970,High Toxicity,Toxic,0.980,High Toxicity,Safe,0.140,High Safety,Safe,0.010,High Safety,Toxic,0.650,Low Toxicity,Safe,0.020,High Safety,-2.310,-,None,2.050,-,None,2.730,-,None,1.520,-,None,0.070,-,None,Safe,0.210,Medium Safety,Safe,0.130,High Safety,Toxic,0.680,Medium Toxicity,Safe,0.480,Low Safety,Safe,0.200,Medium Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.680,Medium Toxicity
CC1COC2(C)OC3C(C4CC=C5C6=C(CCC54C)C4(C)CCC(OC5OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C5O)CC4CC6)C(O)OC3C12O,Safe,0.010,High Safety,Safe,0.090,High Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Safe,0.170,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.230,Medium Safety,Safe,0.230,Medium Safety,Safe,0.350,Low Safety,Safe,0.040,High Safety,Safe,0.190,Medium Safety,Safe,0.140,High Safety,Safe,0.420,Low Safety,Safe,0.100,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Safe,0.420,Low Safety,Toxic,0.650,Low Toxicity,Toxic,0.590,Low Toxicity,Safe,0.020,High Safety,Safe,0.270,Medium Safety,Safe,0.010,High Safety,1.920,-,None,-0.530,-,None,4.280,-,None,2.650,-,None,-1.070,-,None,Safe,0.360,Low Safety,Safe,0.050,High Safety,Safe,0.440,Low Safety,Safe,0.080,High Safety,Toxic,0.510,Low Toxicity,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.710,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(COC8OCC(O)C(O)C8O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.000,High Safety,Safe,0.120,High Safety,Safe,0.250,Medium Safety,Safe,0.040,High Safety,Safe,0.010,High Safety,Safe,0.250,Medium Safety,Safe,0.120,High Safety,Safe,0.250,Medium Safety,Safe,0.030,High Safety,Safe,0.050,High Safety,Safe,0.110,High Safety,Safe,0.200,Medium Safety,Safe,0.050,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Safe,0.440,Low Safety,Toxic,0.630,Low Toxicity,Toxic,0.570,Low Toxicity,Safe,0.020,High Safety,Safe,0.250,Medium Safety,Safe,0.010,High Safety,1.640,-,None,-0.640,-,None,3.880,-,None,2.830,-,None,-1.340,-,None,Safe,0.370,Low Safety,Safe,0.060,High Safety,Toxic,0.560,Low Toxicity,Safe,0.140,High Safety,Toxic,0.550,Low Toxicity,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.680,Medium Toxicity
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1(C)O,Safe,0.160,High Safety,Safe,0.080,High Safety,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.220,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.190,Medium Safety,Safe,0.070,High Safety,Safe,0.250,Medium Safety,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.230,Medium Safety,Safe,0.080,High Safety,Safe,0.050,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.530,Low Toxicity,Toxic,0.680,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.270,Medium Safety,Safe,0.260,Medium Safety,Safe,0.000,High Safety,1.850,-,None,-0.430,-,None,4.170,-,None,2.810,-,None,-1.480,-,None,Safe,0.350,Low Safety,Safe,0.050,High Safety,Safe,0.390,Low Safety,Safe,0.130,High Safety,Toxic,0.510,Low Toxicity,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.680,Medium Toxicity
CC1OC(C)(C(=O)O)OC1C=CC=CC=CC(=O)OC1CCC(c2ccc3c(c2O)C(=O)c2cc(O)c4c(c2C3=O)C(=O)C(O)C(C)(O)C4)OC1C,Safe,0.000,High Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Safe,0.090,High Safety,Safe,0.270,Medium Safety,Safe,0.270,Medium Safety,Safe,0.070,High Safety,Toxic,0.560,Low Toxicity,Safe,0.170,Medium Safety,Safe,0.470,Low Safety,Safe,0.330,Medium Safety,Safe,0.250,Medium Safety,Toxic,0.580,Low Toxicity,Toxic,0.600,Low Toxicity,Safe,0.370,Low Safety,Safe,0.000,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.950,High Toxicity,Toxic,0.840,High Toxicity,Toxic,0.840,High Toxicity,Safe,0.000,High Safety,Safe,0.400,Low Safety,Safe,0.370,Low Safety,0.240,-,None,1.720,-,None,2.740,-,None,1.660,-,None,0.240,-,None,Safe,0.400,Low Safety,Safe,0.060,High Safety,Safe,0.390,Low Safety,Safe,0.480,Low Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.760,Medium Toxicity
CC12CCC(OC3OCC(OC4OCC(O)C(O)C4O)C(O)C3O)CC1(O)CCC1C2C(O)CC2(C)C(C3=CC(=O)OC3)CCC12O,Safe,0.150,High Safety,Toxic,0.740,Medium Toxicity,Safe,0.010,High Safety,Safe,0.360,Low Safety,Safe,0.330,Medium Safety,Safe,0.210,Medium Safety,Safe,0.010,High Safety,Toxic,0.670,Medium Toxicity,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.030,High Safety,Safe,0.040,High Safety,Safe,0.200,Medium Safety,Safe,0.050,High Safety,Safe,0.120,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.530,Low Toxicity,Toxic,0.650,Low Toxicity,Safe,0.490,Low Safety,Safe,0.100,High Safety,Safe,0.230,Medium Safety,Safe,0.010,High Safety,1.640,-,None,-0.370,-,None,3.940,-,None,2.750,-,None,-0.930,-,None,Safe,0.410,Low Safety,Safe,0.030,High Safety,Toxic,0.590,Low Toxicity,Safe,0.080,High Safety,Safe,0.440,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.830,Medium Toxicity
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1O,Safe,0.060,High Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Safe,0.080,High Safety,Safe,0.190,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.180,Medium Safety,Safe,0.070,High Safety,Safe,0.260,Medium Safety,Safe,0.000,High Safety,Safe,0.040,High Safety,Safe,0.210,Medium Safety,Safe,0.050,High Safety,Safe,0.040,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.540,Low Toxicity,Toxic,0.670,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.270,Medium Safety,Safe,0.250,Medium Safety,Safe,0.000,High Safety,1.580,-,None,-0.420,-,None,4.180,-,None,2.780,-,None,-1.460,-,None,Safe,0.360,Low Safety,Safe,0.050,High Safety,Safe,0.370,Low Safety,Safe,0.120,High Safety,Toxic,0.510,Low Toxicity,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.700,Medium Toxicity
CC(=O)OC1CC(OC2CCC3(C)C(CCC45OC46CCC(C4COC(=O)C4)C6(C)C(=O)CC35)C2)OC(C)C1OC1OCC(OC2OC(C)C(O)C(O)C2O)C(O)C1O,Safe,0.020,High Safety,Safe,0.110,High Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Safe,0.230,Medium Safety,Safe,0.040,High Safety,Safe,0.010,High Safety,Safe,0.190,Medium Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Safe,0.060,High Safety,Safe,0.040,High Safety,Safe,0.100,High Safety,Safe,0.070,High Safety,Safe,0.090,High Safety,Safe,0.000,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.660,Low Toxicity,Safe,0.030,High Safety,Safe,0.220,Medium Safety,Safe,0.010,High Safety,1.250,-,None,-0.190,-,None,3.380,-,None,2.720,-,None,-1.480,-,None,Safe,0.440,Low Safety,Safe,0.040,High Safety,Toxic,0.500,Low Toxicity,Safe,0.230,Medium Safety,Safe,0.450,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.810,Medium Toxicity
CC1=CC(=O)OC2CC3OC4CC(C)C5OC6CC7OC8(C)CC=CC9OC%10CC%11OC(CC(=O)CCl)CC(O)C%11(C)OC%10CC9OC8CC7(C)OC6(C)CCC5OC4CC3(C)OC12,Safe,0.000,High Safety,Safe,0.100,High Safety,Safe,0.050,High Safety,Safe,0.090,High Safety,Safe,0.170,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Toxic,0.560,Low Toxicity,Safe,0.150,High Safety,Safe,0.210,Medium Safety,Safe,0.010,High Safety,Safe,0.040,High Safety,Toxic,0.660,Low Toxicity,Safe,0.410,Low Safety,Safe,0.320,Medium Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.730,Medium Toxicity,Toxic,0.900,High Toxicity,Toxic,0.500,Low Toxicity,Safe,0.020,High Safety,Toxic,0.650,Low Toxicity,Safe,0.000,High Safety,-1.740,-,None,2.000,-,None,3.200,-,None,1.340,-,None,-0.630,-,None,Safe,0.310,Medium Safety,Safe,0.200,Medium Safety,Safe,0.420,Low Safety,Safe,0.470,Low Safety,Safe,0.330,Medium Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.740,Medium Toxicity
CC1OC(OC2C(O)CC(c3ccc4c(c3)C(=O)C3=C(C4=O)C4(O)C(=O)CC(C)(OC5C=CC(=O)C(C)O5)CC4(O)C=C3)OC2C)C=CC1=O,Safe,0.010,High Safety,Safe,0.090,High Safety,Safe,0.000,High Safety,Safe,0.030,High Safety,Safe,0.200,Medium Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Safe,0.450,Low Safety,Safe,0.250,Medium Safety,Toxic,0.540,Low Toxicity,Safe,0.040,High Safety,Safe,0.020,High Safety,Safe,0.160,High Safety,Safe,0.140,High Safety,Safe,0.410,Low Safety,Toxic,0.880,High Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.810,Medium Toxicity,Toxic,0.930,High Toxicity,Toxic,0.710,Medium Toxicity,Safe,0.000,High Safety,Toxic,0.500,Low Toxicity,Safe,0.000,High Safety,1.010,-,None,1.030,-,None,2.940,-,None,1.580,-,None,-0.170,-,None,Safe,0.290,Medium Safety,Safe,0.160,High Safety,Toxic,0.530,Low Toxicity,Safe,0.200,Medium Safety,Safe,0.190,Medium Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.770,Medium Toxicity
CC1(C)CCC2(C(=O)OC3OCC(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Safe,0.060,High Safety,Safe,0.090,High Safety,Safe,0.000,High Safety,Safe,0.110,High Safety,Safe,0.210,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.070,High Safety,Safe,0.180,Medium Safety,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.180,Medium Safety,Safe,0.110,High Safety,Safe,0.060,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.630,Low Toxicity,Toxic,0.780,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.280,Medium Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,1.450,-,None,0.130,-,None,4.320,-,None,2.680,-,None,-1.350,-,None,Safe,0.360,Low Safety,Safe,0.050,High Safety,Safe,0.340,Low Safety,Safe,0.120,High Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.720,Medium Toxicity
CC1(C)CCC2(C(=O)OC3OCC(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Safe,0.060,High Safety,Safe,0.090,High Safety,Safe,0.000,High Safety,Safe,0.110,High Safety,Safe,0.210,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.070,High Safety,Safe,0.180,Medium Safety,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.180,Medium Safety,Safe,0.110,High Safety,Safe,0.060,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.630,Low Toxicity,Toxic,0.780,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.280,Medium Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,1.450,-,None,0.130,-,None,4.320,-,None,2.680,-,None,-1.350,-,None,Safe,0.360,Low Safety,Safe,0.050,High Safety,Safe,0.340,Low Safety,Safe,0.120,High Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.720,Medium Toxicity
CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC6=C(CCC7C6CCC6C(C)(C)C(=O)CCC76C)C4(C)CC(C)(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,Safe,0.060,High Safety,Safe,0.070,High Safety,Safe,0.000,High Safety,Safe,0.150,High Safety,Safe,0.240,Medium Safety,Safe,0.090,High Safety,Safe,0.010,High Safety,Safe,0.170,Medium Safety,Safe,0.100,High Safety,Safe,0.300,Medium Safety,Safe,0.020,High Safety,Safe,0.080,High Safety,Safe,0.190,Medium Safety,Safe,0.090,High Safety,Safe,0.050,High Safety,Safe,0.120,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.560,Low Toxicity,Toxic,0.810,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.020,High Safety,Safe,0.330,Medium Safety,Safe,0.010,High Safety,1.150,-,None,-0.020,-,None,3.840,-,None,2.820,-,None,-1.380,-,None,Safe,0.330,Medium Safety,Safe,0.060,High Safety,Safe,0.380,Low Safety,Safe,0.130,High Safety,Safe,0.400,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.680,Medium Toxicity
CC1=C2C(=O)C3C(CC=C4CC(OC5OC(O)C(O)C(O)C5CO)CCC43C)C2CCC12OC1CC(C)CNC1C2C,Safe,0.030,High Safety,Safe,0.100,High Safety,Safe,0.000,High Safety,Safe,0.030,High Safety,Safe,0.190,Medium Safety,Safe,0.030,High Safety,Safe,0.010,High Safety,Safe,0.190,Medium Safety,Safe,0.220,Medium Safety,Safe,0.250,Medium Safety,Safe,0.020,High Safety,Safe,0.130,High Safety,Safe,0.040,High Safety,Safe,0.080,High Safety,Safe,0.180,Medium Safety,Safe,0.050,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.910,High Toxicity,Toxic,0.780,Medium Toxicity,Toxic,0.600,Low Toxicity,Safe,0.060,High Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,0.500,-,None,0.650,-,None,3.420,-,None,2.880,-,None,-0.330,-,None,Safe,0.360,Low Safety,Safe,0.130,High Safety,Safe,0.470,Low Safety,Safe,0.320,Medium Safety,Safe,0.350,Low Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Toxic,0.900,High Toxicity
CC1=C2C(=O)C3C(CC=C4CC(OC5OC(O)C(O)C(O)C5CO)CCC43C)C2CCC12OC1CC(C)CNC1C2C,Safe,0.030,High Safety,Safe,0.100,High Safety,Safe,0.000,High Safety,Safe,0.030,High Safety,Safe,0.190,Medium Safety,Safe,0.030,High Safety,Safe,0.010,High Safety,Safe,0.190,Medium Safety,Safe,0.220,Medium Safety,Safe,0.250,Medium Safety,Safe,0.020,High Safety,Safe,0.130,High Safety,Safe,0.040,High Safety,Safe,0.080,High Safety,Safe,0.180,Medium Safety,Safe,0.050,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.910,High Toxicity,Toxic,0.780,Medium Toxicity,Toxic,0.600,Low Toxicity,Safe,0.060,High Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,0.500,-,None,0.650,-,None,3.420,-,None,2.880,-,None,-0.330,-,None,Safe,0.360,Low Safety,Safe,0.130,High Safety,Safe,0.470,Low Safety,Safe,0.320,Medium Safety,Safe,0.350,Low Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Toxic,0.900,High Toxicity
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O,Safe,0.130,High Safety,Safe,0.260,Medium Safety,Safe,0.000,High Safety,Safe,0.080,High Safety,Safe,0.240,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.430,Low Safety,Safe,0.120,High Safety,Safe,0.330,Medium Safety,Safe,0.040,High Safety,Safe,0.040,High Safety,Toxic,0.540,Low Toxicity,Safe,0.260,Medium Safety,Safe,0.170,Medium Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.900,High Toxicity,Toxic,0.840,High Toxicity,Toxic,0.870,High Toxicity,Safe,0.040,High Safety,Toxic,0.610,Low Toxicity,Safe,0.000,High Safety,0.470,-,None,1.290,-,None,3.490,-,None,2.810,-,None,-0.800,-,None,Safe,0.220,Medium Safety,Safe,0.020,High Safety,Toxic,0.540,Low Toxicity,Toxic,0.690,Medium Toxicity,Safe,0.350,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.820,Medium Toxicity
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O,Safe,0.130,High Safety,Safe,0.260,Medium Safety,Safe,0.000,High Safety,Safe,0.080,High Safety,Safe,0.240,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.430,Low Safety,Safe,0.120,High Safety,Safe,0.330,Medium Safety,Safe,0.040,High Safety,Safe,0.040,High Safety,Toxic,0.540,Low Toxicity,Safe,0.260,Medium Safety,Safe,0.170,Medium Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.900,High Toxicity,Toxic,0.840,High Toxicity,Toxic,0.870,High Toxicity,Safe,0.040,High Safety,Toxic,0.610,Low Toxicity,Safe,0.000,High Safety,0.470,-,None,1.290,-,None,3.490,-,None,2.810,-,None,-0.800,-,None,Safe,0.220,Medium Safety,Safe,0.020,High Safety,Toxic,0.540,Low Toxicity,Toxic,0.690,Medium Toxicity,Safe,0.350,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.820,Medium Toxicity
