Nuclear Response_NR-AR,Nuclear Response_NR-AR-LBD,Nuclear Response_NR-AhR,Nuclear Response_NR-Aromatase,Nuclear Response_NR-ER,Nuclear Response_NR-ER-LBD,Nuclear Response_NR-PPAR-gamma,Nuclear Response_NR-GR,Nuclear Response_NR-TR,Stress Response_SR-ARE,Stress Response_SR-ATAD5,Stress Response_SR-HSE,Stress Response_SR-MMP,Stress Response_SR-p53,Genomic_AMES_Mutagenesis,Genomic_Carcinogenesis,Genomic_Micronucleus,Environmental_Fathead_Minnow,Environmental_T._Pyriformis,Environmental_Honey_Bee,Environmental_Biodegradation,Environmental_Crustacean,Environmental_Avian,Environmental_Fathead_Minnow_(Regression),Environmental_T._Pyriformis_(Regression),Environmental_Rat_(Acute),Environmental_Rat_(Chronic_Oral),Dose Response_Maximum_Tolerated_Dose,Organic_Skin_Sensitisation,Organic_hERG_I_Inhibitor,Organic_hERG_II_Inhibitor,Organic_Liver_Injury_I,Organic_Liver_Injury_II,Organic_Eye_Irritation,Organic_Eye_Corrosion,Organic_Respiratory_Disease,identifier,SMILES
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0104581.1,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,High Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0105597.1,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)C(O)C3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0106519.1,CC1COC2(CC1O)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0106519.2,CC1COC2(CC1O)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0106801.1,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0106801.2,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0106801.3,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
Medium Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0107000.1,CC1OC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Safety,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0107153.1,CC1OC(OC2C(CO)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(CO)CO6)C(C)C54)C3)C(O)C2O)C(O)C(O)C1O
High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0108140.0,CC1OC(OC2C(C)OC(OC3C(CO)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC6OC7(OCC(C)(O)CC7O)C(C)C65O)C4)C(O)C3O)C(O)C2O)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Toxicity,CNP0108681.1,CC1CCC2(OC1)OC1CC3C4C(CO)C=C5CC(CC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Toxicity,CNP0108681.2,CC1CCC2(OC1)OC1CC3C4C(CO)C=C5CC(CC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
Medium Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0108851.1,CC1OC(OC2C(O)CC(OC3CCC4(C(=O)O)C5CCC6(C)C(C7=CC(=O)OC7)CCC6(O)C5CCC4(O)C3)OC2C)C(O)C(O)C1O
Medium Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0108851.2,CC1OC(OC2C(O)CC(OC3CCC4(C(=O)O)C5CCC6(C)C(C7=CC(=O)OC7)CCC6(O)C5CCC4(O)C3)OC2C)C(O)C(O)C1O
Medium Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0108851.3,CC1OC(OC2C(O)CC(OC3CCC4(C(=O)O)C5CCC6(C)C(C7=CC(=O)OC7)CCC6(O)C5CCC4(O)C3)OC2C)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0108955.3,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0108955.4,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0108955.5,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0108955.6,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,Low Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0109837.1,CC(C=O)=CCC1CC2OC3CC4OC5CC6OC7CCC8OC9CC%10OC%11CC%12(C)OC%13CC%14OC(C)C(O)CC%14OC%13CCC%12OC%11CC%10OC9CC8OC7(C)CC6OC5C(O)CC4OC3C(O)CC2O1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,Medium Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,High Toxicity,CNP0109945.1,CC1=CC(=O)C2(O)C(O)(C1)C(OC1CCC(N)C(C)O1)CC13OC12C(=O)c1ccc(C2CCC(OC4CCC(O)C(C)O4)C(C)O2)c(O)c1C3=O
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,Medium Safety,High Safety,Low Toxicity,CNP0109978.3,CC(C)=CC1COC23CC4(CO2)C(CCC2C5(C)CCC(OC6OCC(O)C(OC7OC(COS(=O)(=O)O)C(O)C(O)C7O)C6O)C(C)(C)C5CCC24C)C3C1(C)O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0110279.1,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0110279.3,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
Low Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0110784.1,CC1OC(OC2C=C3CCC4C(CC(O)C5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0111592.1,CC1COC2(C)OC3C(C4C(O)CC5C6=CCC7CC(OC8OC(CO)C(O)C(O)C8O)CCC7(C)C6=CCC54C)C(O)OC3C12O
Low Toxicity,Medium Toxicity,High Safety,Medium Safety,Low Safety,Medium Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0111955.0,CC1OC(OC2C=C3CCC4C(CCC5(C)C(C6=CC(=O)OC6)CCC45)C3(C)CC2)CC(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0114877.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Toxicity,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0115315.1,COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC35COC6(COC(=O)C6)C3CCC45O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0115791.1,CC1CCC2(CC3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(C)C(O)C(O)C8O)C7O)CCC6(C)C5CCC34C)O2)OC1
Medium Safety,Medium Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0115974.1,CC1OC(OC2CCC3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0116318.1,CC1OC(OC2CCC3(C)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0116318.2,CC1OC(OC2CCC3(C)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0116362.0,CC1OC(OC2C(CO)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CC(O)C(C)(O)CO6)C(C)C54O)C3)C(O)C2O)C(O)C(O)C1O
Medium Safety,Low Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0116456.1,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1
Medium Safety,Low Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0116456.2,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1
High Safety,Medium Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0116817.3,CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC(=O)C5(C)C4CCC32C)C1
High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0117528.0,CC1OC(OC2C(CO)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(OCC(CO)CC6O)C(C)C54O)C3)C(O)C2O)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,CNP0119984.3,CC1CCC2(OC1)OC1CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C
Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0120750.1,CC1(C)CC(C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C2CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Low Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0121074.2,CC(C)C1(C2CC(C3C(O)CC4C5=CCC6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5=CCC43C)C(=O)O2)OC1C
High Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,High Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0121440.1,COC(=O)CC(=O)OC1CCC(OC2CCC(OC3CC(c4ccc5c(c4O)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(O)CC5(O)C=C4)OC(C)C3O)OC2C)OC1C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0122619.0,CC1OC(OC2C(C)OC(OC3C(CO)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC6OC7(CCC(C)(O)CO7)C(C)C65O)C4)C(O)C3O)C(O)C2O)C(O)C(O)C1O
Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0123164.1,COC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78)C4)OC3C)OC2C)OC(C)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0123327.1,CC1OC2OC3C(C)OC(c4ccc5c(c4O)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(OC6CCC(OC7CCC(O)C(C)O7)C(C)O6)CC5(O)C=C4)CC3OC2CC1=O
